"laser speed";"laser power";"hatch spacing";"vm_avg";"disp_sq";"cauchy_sq"
0.996565221;0.520616129;0.732319981;0.618899661;0.274057266;0.870900679
0.994811576;0.770588799;0.963490138;1;0.255079027;1.681318825
0.408222423;0.326086745;0.860269294;0.812532403;0.34212024;1.505584955
0.761936845;0.409934661;0.726445207;0.619396039;0.307601081;0.990138263
0.58547247;0.785239021;0.995366325;0.827077112;0.469010467;1.595217664
0.354108946;0.186870308;0.633353741;0.425544231;0.376077602;0.724144457
0.26207235;0.195969696;0.588873109;0.598395218;0.535906191;1.291277256
0.66180492;0.445271222;0.638516151;0.826519188;0.359656259;1.59302085
0.710711872;0.450828555;0.722513672;0.887667338;0.309795365;1.674853137
0.837048244;0.759385873;0.936984091;0.886563921;0.324764295;1.653999426
0.841775601;0.966227708;0.838115543;0.813734204;0.447058903;1.618020961
0.400221908;0.31187577;0.975247025;0.76179622;0.308263594;1.24424021
0.85034644;0.74988814;0.780048843;0.786171816;0.383755183;1.536648866
0.826196871;0.70495459;0.816891401;0.828130157;0.361858932;1.630026849
0.328141489;0.249323482;0.818844417;0.676621225;0.398490882;1.187830999
0.651769632;0.430595837;0.924450498;0.818009494;0.262212572;1.176953452
0.544932064;0.562529303;0.939369253;0.797475588;0.406954877;1.669816814
0.75680003;0.727900109;0.890072237;0.811582603;0.369775537;1.545468788
0.979759164;0.53508376;0.80197069;0.687802256;0.240647096;0.950952785
0.603112914;0.372932161;0.826383832;0.65742745;0.306965827;0.918105935
0.910354038;0.503995152;0.619773754;0.901779536;0.296166068;1.582766669
0.892170633;0.677479126;0.88073933;0.946669602;0.289702061;1.689044152
0.686818074;0.324414893;0.445413979;0.661897686;0.432704305;1.23414077
0.442301667;0.32495307;0.895664805;0.778491858;0.324296484;1.1985885
0.953940121;0.736420253;0.953995704;0.986394974;0.257303428;1.707427524
0.204958179;0.211004883;0.883087373;0.675015508;0.454256017;1.230586476
0.852059995;0.673919803;0.949737894;0.965119291;0.269025311;1.684090308
0.939003038;0.725859922;0.951317058;0.985427825;0.253716115;1.678441879
0.447176701;0.321511549;1;0.675615167;0.311771178;1.038275104
0.818086183;0.622998447;0.932659064;0.961643092;0.249312071;1.732706838
0.424823043;0.193900904;0.533312861;0.415257661;0.419996449;0.641839438
0.907012129;0.554890617;0.653638249;0.893540996;0.341831676;1.620987987
0.706136312;0.469029782;0.676901249;0.869813495;0.334229552;1.677861938
0.341905121;0.510158171;0.993906107;0.74783784;0.542683675;1.577840412
0.85970167;0.613137074;0.841533525;0.960002737;0.289546948;1.788512068
0.727941459;0.370400366;0.799379822;0.511811996;0.27007732;0.698001846
0.573118779;0.400939539;0.915161107;0.83120635;0.279799622;1.238561325
0.637554331;0.756685246;0.740087673;0.731279294;0.547235452;1.571183119
0.876446611;0.558928329;0.925866509;0.907125981;0.230933842;1.294535983
0.563250592;0.540406064;0.921786996;0.821284328;0.342253848;1.685779841
0.521077935;0.39553199;0.88955644;0.862248208;0.301877803;1.522465476
0.20967296;0.229098764;0.885975594;0.674039587;0.470408704;1.28535117
0.921177607;0.891127092;0.851736381;0.791193186;0.367339245;1.548779406
0.780211606;0.592921267;0.666792245;0.776624751;0.415025613;1.533150896
0.742877544;0.488928619;0.695312229;0.882823903;0.320571195;1.681007472
0.489138631;0.37688133;0.804185454;0.827411522;0.331313446;1.571649206
0.791308442;0.447119078;0.805818962;0.643726743;0.275546369;0.902436112
0.704587741;0.455651917;0.615945103;0.833078766;0.370244006;1.582920733
0.959013727;0.574824801;0.532695153;0.774366587;0.431956684;1.526633915
0.830939302;0.531854402;0.761668963;0.936886578;0.281550701;1.653510668
0.538781699;0.764346842;0.725715716;0.52067971;0.732940684;1.063754749
0.793196822;0.52153744;0.674382844;0.878092806;0.356221129;1.619522724
0.387087942;0.280975043;0.849284982;0.69270626;0.363283235;1.486038637
0.207062888;0.503079749;0.929289613;0.364613272;0.863951389;0.736586894
0.566191744;0.492010144;0.863683119;0.844530727;0.361014022;1.615306323
0.856737177;0.735295995;0.955775639;0.934730422;0.289610873;1.696909658
0.712612987;0.500127007;0.822067009;0.923040064;0.284132882;1.798702424
0.601445;0.437797883;0.970345035;0.889696042;0.249815924;1.482224696
0.861384351;0.414133278;0.703167731;0.531087106;0.285798516;0.769371081
0.493027507;0.378932906;0.646595377;0.753983206;0.427882101;1.558673654
0.518497545;0.398850302;0.658281481;0.765393394;0.419417944;1.509842413
0.97660673;0.5392144;0.855607425;0.632759249;0.232235661;0.886170789
0.735971821;0.492948236;0.73859213;0.899462917;0.305244522;1.683010511
0.860049449;0.601658487;0.769257151;0.919131423;0.325339676;1.687278707
0.454274357;0.525098519;0.936765737;0.726022002;0.478447304;1.552814297
0.870420272;0.648608119;0.885058764;0.951206812;0.281156222;1.675352147
0.717859265;0.690258421;0.538558773;0.635388678;0.655683241;1.373621294
0.16364318;0.157868091;0.786429576;0.552092523;0.529284209;1.061262705
0.40526187;0.880365867;0.856047969;0.317302812;0.821646716;0.60838002
0.359049037;0.227434526;0.896120699;0.478933947;0.305619351;0.80509417
0.81126759;0.645899462;0.702215524;0.780503623;0.412988572;1.531257346
0.698188209;0.54610751;0.93069383;0.923864019;0.270775978;1.667192323
0.622136699;0.524755028;0.854295166;0.861891773;0.327792264;1.699236723
0.13397586;0.278966469;0.893183159;0.540382954;0.805150835;1.124042865
0.649696749;0.526673137;0.837391647;0.870821898;0.317904528;1.726065599
0.349104071;0.212524613;0.836461853;0.464178795;0.316273615;0.760297078
0.873967841;0.944180391;0.741686666;0.781083954;0.494616871;1.556197345
0.554784975;0.57063704;0.9436532;0.802422625;0.39898232;1.64814501
0.489034664;0.296033005;0.971115364;0.515166847;0.275298912;0.718882129
0.856045351;0.687068416;0.999357309;0.969606663;0.276853663;1.664640303
0.640697444;0.460033679;0.730877792;0.861835841;0.337790087;1.67460393
0.500131437;0.822640291;0.734600253;0.382777016;0.806104188;0.776824672
0.174540159;0.15876773;0.652119603;0.535936278;0.582775975;1.020892689
0.648653719;0.528970773;0.89794546;0.895271487;0.293323651;1.64693211
0.808808098;0.674617685;0.881050131;0.897655839;0.318304973;1.633941404
0.699308987;0.592399178;0.874387832;0.870799403;0.3295378;1.627229756
0.578623981;0.534249882;0.712753432;0.692392133;0.49893359;1.378655624
0.919276878;0.711234598;0.633518255;0.74235936;0.436446436;1.441462365
0.887685325;0.610525585;0.896922104;0.983760294;0.233547279;1.585294794
0.914329132;0.58686877;0.449425825;0.618528661;0.544939454;1.233838645
0.211480284;0.305930228;0.60923572;0.54561983;0.810020724;1.198858175
0.739979985;0.726774208;0.852507761;0.775469546;0.399902414;1.570488732
0.503087874;0.273689951;0.53202776;0.585368541;0.436116346;1.106469776
0.838984663;0.852534857;0.941003482;0.818904799;0.356192864;1.582922556
0.315432932;0.352045307;0.9255385;0.727062569;0.431748612;1.580075138
0.616325505;0.544685752;0.852180358;0.827594804;0.349530463;1.644199636
0.565177299;0.362058985;0.907619841;0.627475358;0.29665702;0.841909287
0.962193797;0.543900704;0.59140446;0.894437951;0.352662553;1.701082834
0.888637649;0.906962724;0.943173224;0.818217464;0.348195172;1.570699709
0.30490623;0.41092762;0.688792218;0.6284493;0.695184074;1.3470706
0.95257946;0.515160762;0.55564761;0.879938809;0.360596796;1.645401861
0.963932115;0.876383723;0.754834619;0.750241934;0.410114881;1.431951822
0.244970326;0.240411759;0.944222739;0.690689688;0.414554257;1.239610279
0.665939178;0.465379838;0.604065479;0.764949349;0.444320713;1.542250772
0.640490446;0.583216144;0.776222659;0.75953426;0.432461417;1.517545728
0.941088378;0.456232296;0.45827129;0.82975422;0.399370028;1.540989566
0.675186542;0.418832921;0.990264009;0.598938303;0.253849936;0.731955088
0.984758374;0.844676161;0.883612219;0.890375281;0.316694971;1.610158666
0.759367206;0.917086732;0.909317937;0.81360236;0.454286503;1.635844186
0.931845154;0.737741452;0.962292424;0.978211379;0.266028991;1.677633622
0.960003291;0.666808278;0.764748056;0.930376419;0.310673459;1.669375066
0.915922137;0.693843865;0.766033253;0.878465901;0.342452967;1.633063256
0.913559904;0.606859829;0.556889435;0.74017541;0.444359049;1.433090168
0.654842635;0.793212894;0.946448443;0.77967952;0.451582218;1.50500236
0.828340416;0.598033821;0.642137314;0.779991362;0.417115895;1.523937716
0.845661282;0.666408915;0.858661039;0.915564929;0.3083183;1.726887668
0.354440377;0.197203421;0.681890075;0.446400282;0.364615241;0.744283599
0.673071258;0.668086474;0.843845133;0.758891186;0.427846045;1.540007735
0.235907043;0.302974518;0.81262757;0.599421714;0.587230677;1.266888409
0.338876337;0.381371337;0.871388348;0.69196857;0.464477503;1.491708284
0.481669954;0.385622491;0.676248077;0.755646078;0.419124929;1.600642086
0.316115866;0.699479074;0.842060117;0.329112577;0.864803997;0.622564335
0.80436739;0.637001241;0.906378366;0.933329504;0.300921635;1.651790871
0.516970635;0.317266187;0.469333299;0.711334297;0.47968154;1.37997137
0.365601523;0.336251059;0.695995809;0.694984546;0.491202281;1.510590992
0.682381833;0.432413314;0.518769981;0.736177731;0.477648825;1.472970909
0.251088762;0.257145864;0.798873723;0.693771892;0.464826936;1.358322808
0.857605889;0.642349478;0.67850866;0.794931038;0.395702815;1.532960033
0.807437987;0.654254521;0.848128329;0.892091721;0.333852304;1.708883076
0.322830427;0.209169905;0.81968932;0.48707448;0.351100853;0.831564051
0.788981259;0.681850516;0.769780307;0.787723288;0.396538057;1.519041895
0.451173543;0.562709847;0.757707291;0.70582704;0.573229594;1.487437242
0.824994285;0.723816334;0.655880685;0.691635852;0.484203073;1.354617413
0.987798822;0.633133507;0.596805987;0.809464549;0.391282472;1.558222174
0.746478919;0.547139927;0.830644044;0.923493236;0.277722118;1.831512451
0.779498579;0.427370226;0.714426023;0.69148818;0.307276046;1.003326443
0.894819101;0.529132191;0.917354708;0.686348778;0.236337558;0.971449873
0.817098811;0.628582029;0.810062364;0.888230841;0.328404034;1.706413417
0.612177544;0.945129228;0.982340635;0.727551194;0.540987361;1.58955284
0.96784905;0.697846344;0.878260585;0.977881992;0.27054894;1.713565484
0.731200371;0.372137149;0.77714505;0.508892823;0.28085409;0.609464849
0.295557664;0.14345216;0.950334826;0.379423451;0.233288546;0.625883118
0.55973213;0.356675275;0.536871859;0.758367411;0.431567836;1.503302327
0.914907764;0.552996236;0.596644422;0.85343239;0.372855084;1.693060967
0.885382379;0.369369775;0.618495022;0.493506025;0.28739917;0.557532269
0.212445271;0.368000807;0.841130883;0.598976844;0.71381399;1.420829393
0.371319112;0.326933781;0.887431459;0.790160311;0.35633852;1.454955943
0.609176082;0.509861058;0.889088034;0.866545401;0.305875538;1.610444131
0.781799322;0.966564388;0.686461959;0.570059205;0.683212522;1.161410971
0.633947715;0.48212246;0.57552762;0.68225815;0.511598609;1.382965288
0.497925638;0.284584719;0.643274049;0.569250221;0.402902799;0.927310715
0.822679508;0.703564627;0.893935138;0.891840466;0.323803741;1.623206586
0.323813923;0.332267174;0.884251455;0.74111984;0.417964048;1.445732242
0.527066629;0.354927898;0.567297414;0.752590953;0.428779349;1.567067146
0.625248404;0.999350472;0.984351261;0.686620111;0.561049097;1.438487
0.730271895;0.618986807;0.70031515;0.73848217;0.451907436;1.448303136
0.510668032;0.417072503;0.52477181;0.592350549;0.617201473;1.185775844
0.274287449;0.265919655;0.767051446;0.713865908;0.465350841;1.397350861
0.739290579;0.454148765;0.457539382;0.677656439;0.532925901;1.304230823
0.668094704;0.258757364;0.574843727;0.414006463;0.315588037;0.46394448
0.684569994;0.756879007;0.724196326;0.76078111;0.515155191;1.552924445
0.588379031;0.518410719;0.857758144;0.833821945;0.366384849;1.668419565
0.54213584;0.501163506;0.689707309;0.678894666;0.517284324;1.310017453
0.466907717;0.20546911;0.920496742;0.391897034;0.199830284;0.552543747
0.478552022;0.209505395;0.761911995;0.400655647;0.246437694;0.571863958
0.45705691;0.342846791;0.608827783;0.73445086;0.454039959;1.524385564
0.429818802;0.360340037;0.951570258;0.812078251;0.298830946;1.364069791
0.721338652;0.86662867;0.838685265;0.793476;0.477587939;1.598380194
0.927147846;0.485122642;0.672294011;0.69724674;0.304750047;1.151850933
0.171251221;0.255960068;0.875318958;0.563919992;0.631683757;1.252780107
0.929523722;0.786350486;0.876681555;0.89253396;0.31205698;1.628344055
0.636845318;0.932815299;0.89222279;0.686268367;0.589636695;1.481363548
0.617632976;0.307496115;0.918762723;0.457603956;0.20839811;0.611721873
0.781200022;0.69300599;0.975849035;0.903145227;0.294756163;1.628894657
0.851262945;0.970108334;0.781319916;0.7956881;0.486577974;1.572853804
0.511381617;0.481496787;0.916313314;0.814946263;0.33944067;1.552214101
0.83436979;0.513441403;0.588128263;0.828586392;0.392830144;1.66310704
0.917234776;0.422424636;0.661879224;0.534263586;0.287934517;0.686949636
0.938563899;0.826630114;0.916893166;0.882924537;0.309744353;1.590389373
0.618830525;0.490776414;0.742718581;0.812722087;0.365496809;1.57245092
0.287628738;0.379990602;0.969058178;0.666645153;0.518707891;1.457482111
0.755841129;0.644488261;0.913377758;0.8902566;0.324861053;1.609412877
0.657098209;0.575908656;0.800206608;0.790717088;0.392637986;1.617173948
0.849955266;0.390241373;0.543398048;0.605403013;0.355345725;0.807515493
0.87517095;0.627307915;0.727536861;0.870864083;0.349608903;1.611218071
0.74674899;0.403272182;0.756317186;0.57754864;0.30083383;0.789618235
0.276280964;0.36447679;0.59996274;0.572804085;0.751237385;1.217844931
0.700355064;0.315457027;0.82928211;0.441924372;0.203701653;0.506277037
0.294689674;0.277648984;0.708011495;0.690430475;0.487311829;1.374856298
0.455924263;0.505248675;0.613060871;0.653109035;0.64340498;1.578203042
0.795386397;0.561327757;0.514667283;0.649619131;0.524370514;1.313775024
0.532412033;0.485892701;0.621883639;0.631529109;0.562416291;1.253777964
0.513115611;0.523137771;0.749104735;0.675783679;0.528791186;1.362862619
0.832421415;0.453200341;0.853169341;0.563822512;0.255816782;0.829624297
0.788320577;0.676041328;0.513070246;0.676329767;0.564713326;1.409702925
0.333278031;0.22408811;0.712317421;0.535791211;0.43256061;0.954325834
0.751567283;0.422538285;0.984987975;0.527147661;0.231456319;0.623706991
0.576920949;0.493645859;0.509987096;0.603676091;0.642856266;1.284290566
0.901437645;0.82512812;0.511038108;0.604261409;0.648207579;1.236099771
0.494493021;0.429617895;0.872802114;0.831923423;0.33449322;1.565268497
0.855455868;0.515771411;0.457738066;0.679327914;0.516315666;1.300234713
0.972376751;0.474438687;0.887792177;0.501395581;0.210350275;0.55765043
0.887173948;0.719348264;0.870722935;0.90746183;0.30133746;1.638571828
0.414336912;0.474019925;0.966666375;0.748872399;0.42595022;1.575576674
0.882064183;0.971003181;0.747233845;0.782603192;0.504348445;1.551484791
0.183674699;0.257856025;0.655451733;0.537795956;0.754039511;1.038232809
0.320913135;0.707317161;0.832353833;0.320693496;0.872773964;0.60239586
0.662837421;0.57720722;0.643831569;0.67367779;0.52303066;1.376960326
0.536945315;0.74741471;0.56825561;0.342589512;0.875447081;0.670522594
0.584349865;0.606068895;0.709418424;0.672888406;0.555876091;1.380170997
0.141645548;0.229303174;0.579160879;0.480635954;0.900458734;1.160270053
0.619706499;0.512547521;0.625923353;0.685344433;0.508064503;1.365588375
0.99461693;0.340722798;0.447541049;0.476470961;0.347327557;0.570726057
0.987046155;0.93573302;0.868192268;0.814843237;0.348215667;1.563189376
0.909198666;0.754806899;0.766722153;0.808970124;0.366310462;1.532631284
0.546864535;0.557893711;0.909081907;0.775634483;0.410702881;1.584252519
0.37323592;0.683408109;0.758168764;0.361687473;0.870772487;0.715887588
0.675327792;0.607297221;0.730383879;0.727954742;0.454790059;1.396319657
0.404147654;0.23875947;0.55488015;0.550363251;0.467535021;0.938269204
0.942228459;0.659988512;0.651602026;0.810289292;0.392173842;1.600119616
0.875886151;0.425404159;0.9146015;0.49048484;0.211681444;0.538901999
0.477152573;0.694081749;0.850738483;0.682975478;0.615512857;1.616659389
0.655417779;0.574496901;0.452369837;0.585385223;0.684876777;1.245091613
0.367975796;0.411447947;0.788901239;0.64436769;0.54371232;1.341445053
0.246062067;0.270255226;0.70483417;0.610370216;0.580954925;1.20132392
0.879721591;0.43976759;0.694877165;0.57168404;0.299973577;0.716105424
0.186731141;0.221128057;0.711223686;0.595277252;0.608765559;1.183951839
0.624002233;0.458019504;0.603127096;0.738937759;0.470834149;1.467607795
0.810218496;0.658057785;0.73600043;0.790666276;0.395142408;1.486583756
0.770919377;0.421626234;0.807040798;0.558993134;0.273244966;0.715868659
0.926781439;0.836496142;0.740759513;0.740813905;0.419325254;1.376011327
0.84305792;0.391702509;0.754263775;0.498178963;0.26083116;0.591581513
0.790531683;0.382893578;0.583392656;0.594748329;0.349716362;0.853532401
0.42078437;0.992378408;0.547078007;0.165951221;1.152600552;0.218924608
0.631027351;0.441267239;0.544952519;0.704020567;0.502028837;1.34771924
0.412099617;0.596584857;0.73836762;0.560411493;0.716218862;1.161904241
0.441050538;0.555968019;0.902898027;0.714994497;0.536853405;1.500251671
0.924655716;0.758414934;0.668975445;0.724702791;0.429195932;1.413690401
0.579735047;0.963311522;0.956090013;0.619290837;0.640578272;1.252450006
0.246315655;0.416222098;0.992703846;0.687278345;0.60688248;1.543560487
0.615981955;0.73010156;0.771941071;0.75608007;0.519080599;1.537035815
0.546046978;0.980548934;0.461504988;0.164627996;1.256747837;0.240440371
0.149068693;0.201722095;0.977252533;0.606385654;0.512700399;1.191690012
0.462304107;0.344361252;0.538243745;0.672236527;0.517061174;1.337638183
0.970255357;0.755826412;0.760154967;0.849944823;0.34820981;1.599737457
0.390441578;0.859760904;0.533881639;0.164531184;1.125608911;0.248788395
0.366970289;0.40254507;0.680191291;0.609279176;0.649423832;1.310784395
0.453929432;0.967776026;0.545988836;0.166605313;1.213246804;0.259481813
0.752691657;0.333843898;0.825838634;0.452246751;0.232439698;0.512543398
0.658659051;0.699084021;0.968561929;0.798853406;0.362621731;1.572456339
0.250546271;0.147950754;0.96449215;0.41409344;0.272398969;0.775186578
0.352435568;0.332674222;0.979050323;0.792490086;0.336023592;1.564798938
0.858318058;0.6752806;0.598700526;0.685834145;0.498035776;1.327725523
0.767553189;0.886959711;0.794948335;0.793563314;0.504435711;1.557859115
0.419413766;0.222411189;0.499474063;0.49155895;0.485943363;0.696314546
0.460045203;0.912653476;0.506283415;0.157187942;1.174837882;0.223595081
0.773403068;0.73907255;0.811941776;0.760848954;0.420152462;1.479428639
0.446055757;0.831596229;0.86998267;0.408201978;0.772342425;0.793178911
0.805637298;0.713488988;0.687866421;0.702528486;0.469372737;1.364176098
0.427877289;0.810695629;0.476389821;0.156749383;1.141408724;0.240410268
0.778856753;0.368685614;0.827129397;0.477412575;0.243726567;0.531732049
0.37858777;0.331260022;0.631416061;0.672828883;0.514652532;1.335302195
0.974056818;0.44456253;0.831383083;0.489647729;0.215359664;0.554098546
0.413386186;0.948155368;0.518817248;0.159371582;1.156943366;0.204200477
0.606977455;0.320009882;0.602130959;0.580046147;0.377090085;0.79158701
0.737058522;0.816787599;0.974099503;0.772036745;0.384443698;1.466643771
0.281763146;0.804468075;0.641004768;0.157953903;1.089613679;0.209387741
0.346963603;0.358319753;0.549887341;0.554604387;0.719774768;1.202684254
0.45651921;0.88188869;0.849810626;0.366178937;0.783894838;0.821123601
0.797961103;0.582967291;0.517192339;0.631218127;0.548472685;1.316518575
0.390917156;0.429254766;0.775018832;0.653913485;0.557263723;1.319458622
0.378043887;0.649362059;0.968015207;0.642571601;0.65524053;1.327358197
0.292493334;0.671026546;0.832559259;0.305029159;0.906868199;0.58735591
0.63841701;0.294158858;0.822624731;0.445948619;0.219852288;0.584015247
0.320129496;0.885106631;0.692375997;0.159256868;1.088512039;0.231092765
0.242163615;0.792450135;0.813231989;0.161256167;1.165277247;0.268497087
0.160099931;0.635196596;0.910773703;0.156944891;1.15776277;0.278378314
0.348301757;0.752007584;0.475808545;0.159674824;1.101644287;0.232329194
0.728742405;0.762994619;0.855186595;0.737513675;0.429741722;1.470576321
0.93055015;0.871659562;0.758980801;0.733005252;0.421351905;1.436250651
0.934285718;0.741784711;0.488000836;0.689554892;0.54303976;1.378708021
0.42993999;0.88463471;0.460437817;0.156096556;1.082591759;0.200913437
0.639098462;0.546836549;0.525274853;0.624092993;0.63401919;1.348763926
0.890474541;0.837108354;0.768545027;0.741317524;0.415815683;1.436496703
0.862581001;0.386869783;0.623856789;0.530202434;0.30141473;0.641319044
0.548655356;0.276139028;0.861043072;0.448271401;0.235582819;0.653998136
0.521653154;0.870102403;0.965500616;0.63266171;0.614256053;1.304288684
0.783517731;0.664674585;0.484491228;0.648881242;0.588578107;1.319267522
0.899715777;0.405791015;0.760776944;0.489354147;0.25143048;0.531656897
0.907847496;0.834700515;0.745024054;0.736897658;0.427116583;1.398975423
0.50194324;0.87051849;0.464779877;0.153471586;1.154936718;0.225414314
0.334192349;0.251918307;0.976772533;0.584312887;0.348826131;0.954121443
0.161241994;0.374189286;0.770496242;0.338360722;0.946701133;0.582965908
0.701219312;0.631074384;0.979261206;0.886904037;0.305615359;1.636922308
0.825375152;0.625221247;0.610223308;0.718555626;0.473945419;1.388446375
0.722884791;0.334224694;0.750894013;0.466604142;0.275781809;0.642166219
0.273154635;0.910046881;0.666655981;0.163673326;1.108133513;0.220015769
0.905023183;0.813867401;0.685408626;0.699444017;0.476605326;1.376499056
0.253989347;0.73105545;0.626605352;0.155324046;1.058322508;0.208631643
0.360655532;0.250986147;0.905305178;0.551101921;0.35478376;0.815393551
0.819594533;0.679478589;0.477042163;0.661493835;0.611624418;1.292642193
0.231196888;0.873059757;0.763113608;0.136567856;1.086760118;0.185530647
0.230104195;0.955174124;0.918470247;0.153725323;1.078064241;0.197453694
0.197190506;0.716104571;0.999152347;0.168791101;1.062357625;0.330759336
0.388449859;0.215965891;0.671693279;0.462843399;0.397815322;0.691313873
0.203206734;0.584759815;0.801197543;0.194964713;1.06819397;0.418619048
0.402930909;0.603652378;0.76517688;0.558871001;0.694026485;1.168301892
0.862383448;0.42388287;0.708798078;0.552668787;0.284333731;0.745839872
0.375995219;0.198406897;0.660760744;0.426213605;0.359914241;0.665216238
0.579051753;0.285561319;0.934842816;0.448621525;0.205238808;0.643252117
0.231724576;0.390887198;0.565065398;0.333897025;0.964233402;0.762480967
0.331258794;0.466858339;0.624763628;0.490441782;0.790193948;1.027663559
0.976061841;0.486463969;0.915682754;0.514895438;0.2097086;0.605095973
0.360243791;0.767631104;0.569336989;0.154167046;1.089945746;0.254325521
0.819855797;0.301969135;0.537473536;0.434138466;0.318146689;0.476454233
